"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","time"
"clean_bootstrap",0.814,0,0.0110726817,6.07959e-05,2.29
"deconvolveR",0.9255,0,0.0184381786,0.00011866,7.35
"NoisyVar",0.8035,0,0.0110730291,6.8864e-06,9.99
